Date,Name,Value
2021-01-01,EUR,0.8149295085975062
2021-01-01,USD,1
2021-01-01,JPY,103.08043354249857
2021-01-01,BGN,1.5938391329150028
2021-01-01,CZK,21.38538016461576
2021-01-01,DKK,6.063808980523184
2021-01-01,GBP,0.732646076114416
2021-01-01,HUF,296.5446988835465
2021-01-01,PLN,3.7158340803520495
2021-01-01,RON,3.9673213267052394
2021-01-01,SEK,8.177247168119957
2021-01-01,CHF,0.8802868551870263
2021-01-01,ISK,127.21049629207073
2021-01-01,NOK,8.53255643386847
2021-01-01,HRK,6.154266155977507
2021-01-01,RUB,74.53923885583896
2021-01-01,TRY,7.426534104799933
2021-01-01,AUD,1.2954119468665959
2021-01-01,BRL,5.193953223046206
2021-01-01,CAD,1.2739793007904814
2021-01-01,CNY,6.537771982723495
2021-01-01,HKD,7.753402330698394
2021-01-01,IDR,14050.00407464754
2021-01-01,ILS,3.214652432564583
2021-01-01,INR,73.06698720560671
2021-01-01,KRW,1088.7458234862684
2021-01-01,MXN,19.897318881916714
2021-01-01,MYR,4.020862195420096
2021-01-01,NZD,1.3840762774020046
2021-01-01,PHP,48.18270719582756
2021-01-01,SGD,1.3216526770434356
2021-01-01,THB,29.92991606226061
2021-01-01,ZAR,14.686578110993397
2021-01-02,EUR,0.8149295085975062
2021-01-02,USD,1
2021-01-02,JPY,103.08043354249857
2021-01-02,BGN,1.5938391329150028
2021-01-02,CZK,21.38538016461576
2021-01-02,DKK,6.063808980523184
2021-01-02,GBP,0.732646076114416
2021-01-02,HUF,296.5446988835465
2021-01-02,PLN,3.7158340803520495
2021-01-02,RON,3.9673213267052394
2021-01-02,SEK,8.177247168119957
2021-01-02,CHF,0.8802868551870263
2021-01-02,ISK,127.21049629207073
2021-01-02,NOK,8.53255643386847
2021-01-02,HRK,6.154266155977507
2021-01-02,RUB,74.53923885583896
2021-01-02,TRY,7.426534104799933
2021-01-02,AUD,1.2954119468665959
2021-01-02,BRL,5.193953223046206
2021-01-02,CAD,1.2739793007904814
2021-01-02,CNY,6.537771982723495
2021-01-02,HKD,7.753402330698394
2021-01-02,IDR,14050.00407464754
2021-01-02,ILS,3.214652432564583
2021-01-02,INR,73.06698720560671
2021-01-02,KRW,1088.7458234862684
2021-01-02,MXN,19.897318881916714
2021-01-02,MYR,4.020862195420096
2021-01-02,NZD,1.3840762774020046
2021-01-02,PHP,48.18270719582756
2021-01-02,SGD,1.3216526770434356
2021-01-02,THB,29.92991606226061
2021-01-02,ZAR,14.686578110993397
2021-01-03,EUR,0.8149295085975062
2021-01-03,USD,1
2021-01-03,JPY,103.08043354249857
2021-01-03,BGN,1.5938391329150028
2021-01-03,CZK,21.38538016461576
2021-01-03,DKK,6.063808980523184
2021-01-03,GBP,0.732646076114416
2021-01-03,HUF,296.5446988835465
2021-01-03,PLN,3.7158340803520495
2021-01-03,RON,3.9673213267052394
2021-01-03,SEK,8.177247168119957
2021-01-03,CHF,0.8802868551870263
2021-01-03,ISK,127.21049629207073
2021-01-03,NOK,8.53255643386847
2021-01-03,HRK,6.154266155977507
2021-01-03,RUB,74.53923885583896
2021-01-03,TRY,7.426534104799933
2021-01-03,AUD,1.2954119468665959
2021-01-03,BRL,5.193953223046206
2021-01-03,CAD,1.2739793007904814
2021-01-03,CNY,6.537771982723495
2021-01-03,HKD,7.753402330698394
2021-01-03,IDR,14050.00407464754
2021-01-03,ILS,3.214652432564583
2021-01-03,INR,73.06698720560671
2021-01-03,KRW,1088.7458234862684
2021-01-03,MXN,19.897318881916714
2021-01-03,MYR,4.020862195420096
2021-01-03,NZD,1.3840762774020046
2021-01-03,PHP,48.18270719582756
2021-01-03,SGD,1.3216526770434356
2021-01-03,THB,29.92991606226061
2021-01-03,ZAR,14.686578110993397
2021-01-04,EUR,0.8132726089785296
2021-01-04,USD,1
2021-01-04,JPY,102.97657774886142
2021-01-04,BGN,1.5905985686402082
2021-01-04,CZK,21.25975927130774
2021-01-04,DKK,6.049040338321405
2021-01-04,GBP,0.7332465842550422
2021-01-04,HUF,293.8516590761223
2021-01-04,PLN,3.6983571893298635
2021-01-04,RON,3.961694860117111
2021-01-04,SEK,8.205513988288873
2021-01-04,CHF,0.8792290175666883
2021-01-04,ISK,126.95185426154846
2021-01-04,NOK,8.493819128171763
2021-01-04,HRK,6.145494469746259
2021-01-04,RUB,73.47267404033832
2021-01-04,TRY,7.366541964866623
2021-01-04,AUD,1.2953806115810018
2021-01-04,BRL,5.143217306441119
2021-01-04,CAD,1.270413142485361
2021-01-04,CNY,6.464216005204944
2021-01-04,HKD,7.752927781392322
2021-01-04,IDR,13876.602147039686
2021-01-04,ILS,3.206733897202342
2021-01-04,INR,73.0229342875732
2021-01-04,KRW,1083.3035133376707
2021-01-04,MXN,19.7650455432661
2021-01-04,MYR,4.0065061808718285
2021-01-04,NZD,1.3878497072218607
2021-01-04,PHP,48.030253741054
2021-01-04,SGD,1.317338972023422
2021-01-04,THB,29.869876382563437
2021-01-04,ZAR,14.57498373454782
2021-01-05,EUR,0.8149295085975062
2021-01-05,USD,1
2021-01-05,JPY,102.88485046043516
2021-01-05,BGN,1.5938391329150028
2021-01-05,CZK,21.373156221986797
2021-01-05,DKK,6.06201613560427
2021-01-05,GBP,0.7361502730013854
2021-01-05,HUF,293.59465406242356
2021-01-05,PLN,3.70572895444544
2021-01-05,RON,3.97041805883791
2021-01-05,SEK,8.195746067965121
2021-01-05,CHF,0.880368348137886
2021-01-05,ISK,127.21049629207073
2021-01-05,NOK,8.533371363377066
2021-01-05,HRK,6.1598891695868305
2021-01-05,RUB,74.70581044739629
2021-01-05,TRY,7.390921685274224
